release_year,director,vote_average
2013,Eran Creevy,5.5
2013,Richard LaGravenese,5.5
2013,Scott Walker,6.19921875
2013,Raja Gosnell,5.5
2013,James Gray,6.0
2013,Brian Helgeland,6.80078125
2013,Rob Epstein,6.0
2013,Jeffrey Friedman,6.0
2013,Phil Morrison,5.19921875
2013,Jim Rash,7.1015625
2013,Nat Faxon,7.1015625
2013,Bill Condon,5.6015625
2013,Jonathan Newman,5.19921875
2013,Guillaume Canet,5.80078125
2013,James Mangold,6.3984375
2013,Ric Roman Waugh,5.69921875
2013,Jimmy Hayward,5.80078125
2013,Alexander Payne,7.30078125
2013,Alexandre Aja,6.19921875
2013,Malcolm D. Lee,4.6015625
2013,John Turturro,5.80078125
2013,Jonathan Sobol,6.1015625
2013,Yusry Abdul Halim,4.5
2013,James Ward Byrkit,7.1015625
2013,Keanu Reeves,5.6015625
2013,David E. Talbert,5.80078125
2013,Richard Shepard,5.8984375
2013,Greg Mottola,6.1015625
2013,Kasper Barfoed,5.19921875
2013,John Wells,6.80078125
2013,Noah Baumbach,7.1015625
2013,Giorgio Serafini,3.30078125
2013,Lucky McKee,5.0
2013,Chris Sivertson,5.0
2013,Joel Hopkins,5.69921875
2013,Simon Barrett,5.69921875
2013,Adam Wingard,5.69921875
2013,Eduardo SÃ¡nchez,5.69921875
2013,Gregg Hale,5.69921875
2013,Timo Tjahjanto,5.69921875
2013,Gareth Evans,5.69921875
2013,Jason Eisener,5.69921875
2013,Fred Schepisi,6.6015625
2013,Carlo Carlei,6.5
2013,Jon S. Baird,6.6015625
2013,Terry McDonough,7.3984375
2013,Fredrik Bond,6.5
2013,Richard Linklater,7.1015625
2013,Jordan Vogt-Roberts,7.1015625
2013,Stu Zicherman,5.5
2013,Christopher B. Landon,5.30078125
2013,Manuel Carballo,6.1015625
2013,Vincenzo Natali,5.80078125
2013,Mike Mendez,4.69921875
2013,Chandran Rutnam,5.5
2013,Joseph Ruben,5.80078125
2013,Joshua Michael Stern,6.0
2013,Scott Stewart,6.0
2013,Lake Bell,6.3984375
2013,Eric Radomski,5.69921875
2013,Leo Riley,5.69921875
2013,Robert Luketic,5.6015625
2013,Henry Saine,5.6015625
2013,James Nunn,5.19921875
2013,Mark Steven Johnson,5.19921875
2013,Simon Klose,6.69921875
2013,Bille August,6.3984375
2013,Charlie Stratton,5.30078125
2013,Uwe Boll,5.6015625
2013,Steven R. Monroe,5.8984375
2013,Eric Heisserer,6.3984375
2013,Olatunde Osunsanmi,5.5
2013,Ryan Coogler,7.19921875
2013,Eric Favela,7.3984375
2013,Regis Schuller,7.3984375
2013,Atom Egoyan,5.6015625
2013,David Frankel,6.1015625
2013,Scott Cooper,6.3984375
2013,Maggie Carey,5.6015625
2013,Ben Stassen,6.30078125
2013,Jeremy Degruson,6.30078125
2013,Robert Vince,6.30078125
2013,Sandra Nettelbeck,6.69921875
2013,John McNaughton,5.80078125
2013,Justin Lin,6.6015625
2013,John Butler,5.0
2013,Josh C. Waller,5.0
2013,Jill Soloway,6.0
2013,Benson Lee,5.8984375
2013,Vincent Grashaw,6.69921875
2013,Chad Crawford Kinkle,5.19921875
2013,Gonzalo LÃ³pez-Gallego,5.80078125
2013,Naomi Foner Gyllenhaal,5.69921875
2013,Shane Carruth,6.5
2013,Niels Arden Oplev,5.69921875
2013,Craig Moss,2.599609375
2013,Douglas Aarniokoski,4.69921875
2013,Clark Gregg,5.6015625
2013,Prachya Pinkaew,5.1015625
2013,Jayson Thiessen,7.3984375
2013,Damian Lee,4.30078125
2013,Farren Blackburn,4.30078125
2013,Neil LaBute,5.6015625
2013,Jay Oliva,7.19921875
2013,Jeff Bleckner,7.0
2013,Anthony Silverston,5.80078125
2013,Arnaud Desplechin,4.6015625
2013,Vlad Yudin,6.69921875
2013,David M. Rosenthal,5.5
2013,Emilio AragÃ³n,5.69921875
2013,Paul Middleditch,4.69921875
2013,Kasi Lemmons,6.19921875
2013,Nelson McCormick,5.5
2013,Kat Coiro,5.30078125
2013,Louis D'Esposito,7.5
2013,Richard Glatzer,5.80078125
2013,Wash Westmoreland,5.80078125
2013,Eugenio Mira,5.6015625
2013,Anthony C. Ferrante,3.900390625
2013,Jim Mickle,5.5
2013,Phillip Noyce,5.8984375
2013,Spike Lee,6.80078125
2013,Ralph Fiennes,5.8984375
2013,Morgan Neville,7.30078125
2013,Devin McGinn,4.30078125
2013,Roel ReinÃ©,4.69921875
2013,Ti West,5.3984375
2013,Roger Michell,6.3984375
2013,Manuel Sicilia,5.30078125
2013,E.L. Katz,6.0
2013,Wayne Kramer,5.6015625
2013,David Lowery,5.80078125
2013,Logan Miller,5.69921875
2013,Owen Hurley,5.3984375
2013,"Michael Landon, Jr.",6.3984375
2013,Liz W. Garcia,5.19921875
2013,James Franco,5.8984375
2013,Todd Berger,5.80078125
2013,Spike Brandt,4.80078125
2013,Tony Cervone,4.80078125
2013,Roel ReinÃ©,5.6015625
2013,Ari Folman,6.19921875
2013,Todd Robinson,5.3984375
2013,Arnaud Larrieu,5.3984375
2013,Jean-Marie Larrieu,5.3984375
2013,Jeremy Lovering,5.19921875
2013,Leone Marucci,4.69921875
2013,Liza Johnson,5.0
2013,William Brent Bell,5.3984375
2013,Bernard Rose,5.0
2013,James Franco,5.0
2013,Greg McLean,5.6015625
2013,Greg Richardson,7.1015625
2013,Paul Crowder,7.6015625
2013,Fabrice Joubert,7.0
2013,Mark O'Hare,7.0
2013,Roel ReinÃ©,5.30078125
2013,NimrÃ³d Antal,6.6015625
2013,James Cox,5.19921875
2013,Isabel Coixet,4.80078125
2013,John O. Hartman,4.5
2013,Nicholas Mross,4.5
2013,James Tucker,6.69921875
2013,Dan St. Pierre,6.1015625
2013,Stephen Reynolds,6.30078125
2013,Maggie Greenwald,4.80078125
2013,Nicole Holofcener,6.5
2013,Tyler Perry,7.1015625
2013,Jacob Vaughan,5.5
2013,Omid Nooshin,6.0
2013,Christopher Hatton,4.0
2013,Jerusha Hess,6.6015625
2013,Leslie Small,7.1015625
2013,Joe Lynch,5.3984375
2013,Robin Campillo,5.80078125
2013,Zal Batmanglij,6.30078125
2013,Randall Miller,6.19921875
2013,Dennis Iliadis,5.1015625
2013,Denis Hennelly,5.3984375
2013,Malcolm D. Lee,7.0
2013,Sturla Gunnarsson,3.5
2013,Calin Peter Netzer,6.3984375
2013,Tom Elkins,5.6015625
2013,Blair Erickson,5.69921875
2013,John Huddles,6.30078125
2013,Drake Doremus,6.19921875
2013,William Lau,6.30078125
2013,Adrian Moat,5.5
2013,Ben Garant,4.3984375
2013,Thomas Lennon,4.3984375
2013,Tim McCanlies,5.3984375
2013,Terry Klassen,6.19921875
2013,Ben Gregor,5.5
2013,Rob Meyer,6.5
2013,Renny Harlin,5.30078125
2013,Michael Winterbottom,5.0
2013,Uwe Boll,3.30078125
2013,Gary Entin,6.3984375
2013,Angela Bettis,4.5
2013,HÃ©lÃ¨ne Cattet,4.5
2013,Ernesto DÃ­az Espinoza,4.5
2013,Jason Eisener,4.5
2013,Bruno Forzani,4.5
2013,AdriÃ¡n GarcÃ­a Bogliano,4.5
2013,Xavier Gens,4.5
2013,Noboru Iguchi,4.5
2013,Thomas Cappelen Malling,4.5
2013,Jorge Michel Grau,4.5
2013,Yoshihiro Nishimura,4.5
2013,Banjong Pisanthanakun,4.5
2013,Simon Rumley,4.5
2013,Marcel Sarmiento,4.5
2013,Jon Schnepp,4.5
2013,SrÄ‘an SpasojeviÄ‡,4.5
2013,Timo Tjahjanto,4.5
2013,Andrew Traucki,4.5
2013,Nacho Vigalondo,4.5
2013,Jake West,4.5
2013,Ti West,4.5
2013,Ben Wheatley,4.5
2013,Adam Wingard,4.5
2013,Anders Morgenthaler,4.5
2013,YÃ»dai Yamaguchi,4.5
2013,Lee Hardcastle,4.5
2013,Kaare Andrews,4.5
2013,Jean-Pierre Jeunet,6.69921875
2013,Anne K. Black,5.5
2013,Lukas Moodysson,6.80078125
2013,Paul Schrader,4.3984375
2013,Lowell Dean,4.0
2013,Mark Christopher Covino,7.1015625
2013,Jeff Howlett,7.1015625
2013,Mira Nair,6.6015625
2013,Francesca Gregorini,6.19921875
2013,Erik SkjoldbjÃ¦rg,5.30078125
2013,Brian A Miller,5.30078125
2013,Mark Hartley,4.19921875
2013,David A. Armstrong,5.5
2013,Danny Mooney ,6.1015625
2013,Duane Adler,5.8984375
2013,Kevin King,3.5
2013,Arie Posin,5.80078125
2013,Scott Rutherford,4.69921875
2013,Ben Peyser,4.69921875
2013,Kevin Goetz,6.1015625
2013,Michael Goetz,6.1015625
2013,George Isaac,4.3984375
2013,Darren Paul Fisher,6.3984375
2013,Paul Hough,5.1015625
2013,Scott Coffey,6.0
2013,Christopher Menaul,6.1015625
2013,Jacob Kornbluth,7.8984375
2013,John Burgess,6.69921875
2013,Richard Rich,5.6015625
2013,Steve Moore,5.6015625
2013,Jamie Babbit,5.69921875
2013,Michael Greenspan,5.6015625
2013,Eric England,4.8984375
2013,Joe Begos,4.5
2013,Stephan Franck,6.0
2013,Gabriela Cowperthwaite,7.8984375
2013,Bryan Ortiz,4.30078125
2013,Bryan Ramirez,4.30078125
2013,Kerry Valderrama,4.30078125
2013,Dave Grohl,7.5
2013,Laura Dern,5.5
2013,Bryce Dallas Howard,5.5
2013,Bonnie Hunt,5.5
2013,Ashley Judd,5.5
2013,Sharon Maguire,5.5
2013,Peter Hyams,5.0
2013,Keoni Waxman,5.1015625
2013,Peter Landesman,5.80078125
2013,Griff Furst,4.19921875
2013,Elliot Goldner,5.0
2013,Jason Lapeyre,5.80078125
2013,Malik Bader,5.5
2013,R.D. Braunstein,3.69921875
2013,BJ McDonnell,5.1015625
2013,Aram Rappaport,5.6015625
2013,Arnaud des PalliÃ¨res,6.0
2013,Jordan Barker,4.69921875
2013,Christopher Roosevelt,4.6015625
2013,Valeria Golino,5.0
2013,Victor Gonzalez,6.30078125
2013,Frank Pavich,8.1015625
2013,"George Tillman, Jr.",6.69921875
2013,Kevin Macdonald,6.3984375
2013,Rob Meltzer,4.8984375
2013,Alex Winter,6.5
2013,Ed Gass-Donnelly,4.5
2013,Rick Rowley,7.1015625
2013,Scott McGehee,7.5
2013,David Siegel,7.5
2013,Peter Wellington,5.0
2013,Jeffrey Hornaday,6.0
2013,Justin Chadwick,6.5
2013,Alexandre Moors,5.30078125
2013,Louis C.K.,7.5
2013,Nisha Ganatra,4.6015625
2013,Stephen Frears,7.3984375
2013,David Soren,6.19921875
2013,Mark Mori,7.0
2013,Benjamin Epps,6.19921875
2013,Brendan Maher,4.8984375
2013,Sarah Siegel-Magness,5.6015625
2013,Benedikt Erlingsson,6.5
2013,Shawn Piller,6.19921875
2013,SebastiÃ¡n Silva,5.30078125
2013,David Gordon Green,6.1015625
2013,Anthony Fabian,6.1015625
2013,Wes Anderson,7.0
2013,Lucy Walker,7.8984375
2013,Oliver Hirschbiegel,5.0
2013,Chris Mason Johnson,7.1015625
2013,Lynn Shelton,5.3984375
2013,Scott Wiper,4.69921875
2013,Johan Earl,6.0
2013,Adrian Powers,6.0
2013,Kristin Hanggi,6.6015625
2013,Egidio Coccimiglio,4.8984375
2013,Garrett Batty,5.19921875
2013,Marina de Van,4.0
2013,Matthew Akers,6.3984375
2013,Declan Lowney,6.69921875
2013,Steven R. Monroe,3.80078125
2013,Zachary Donohue,5.8984375
2013,Ron Krauss,6.3984375
2013,James Hawes,6.5
2013,Rick Rosenthal,5.19921875
2013,Mark Atkins,4.0
2013,Jeremiah S. Chechik,6.0
2013,Mark Levinson,6.8984375
2013,Patrice Leconte,5.69921875
2013,Saschka Unseld,7.80078125
2013,Ben Wheatley,5.80078125
2013,Shana Betz,5.5
2013,Nisha Ganatra,4.80078125
2013,David Mamet,5.6015625
2013,Evelyn Purcell,5.30078125
2013,Richard Raaphorst,5.69921875
2013,Clio Barnard,7.1015625
2013,Jung Geun-sub,7.0
2013,Zack Parker,6.1015625
2013,Damien Leone,4.69921875
2013,Thunder Levin,4.1015625
2013,Wojciech Smarzowski,6.80078125
2013,Anthony C. Ferrante,4.80078125
2013,Stuart Richardson,8.0
2013,Richard Gabai,5.69921875
2013,Isaac Florentine,6.1015625
2013,Giulio De Santi,6.0
2013,Courtney Solomon,5.0
2013,Marvin Kren,5.3984375
2013,Brett Simmons,3.80078125
2013,Uberto Pasolini,7.19921875
2013,Pat Kiely,4.80078125
2013,Erik Matti,5.8984375
2013,Eduardo RodrÃ­guez,4.3984375
2013,Richard Boddington,5.19921875
2013,Quentin Dupieux,5.8984375
2013,Morgan Spurlock,8.0
2013,Mark Quod,4.8984375
2013,Bruce LaBruce,6.1015625
2013,Maciej Pieprzyca,7.30078125
2013,Dominic Harari,5.6015625
2013,Teresa Pelegri,5.6015625
2013,Ben Ketai,4.80078125
2013,Eric England,4.69921875
2013,Nick Everhart,4.69921875
2013,Emily Hagins,4.69921875
2013,Jesse Holland,4.69921875
2013,Miko Hughes,4.69921875
2013,Andy Mitton,4.69921875
2013,SebastiÃ¡n Silva,5.8984375
2013,MÃ¡rcio Garcia,5.8984375
2013,Joseph J. Lawson,4.3984375
2013,Brett Donowho,4.8984375
2013,Anthony Leonardi III,4.6015625
2013,David DeCoteau,2.80078125
2013,Kate Davis,5.30078125
2013,David Heilbroner,5.30078125
2013,Jonathan Judge,6.6015625
2013,Brian Trenchard-Smith,4.3984375
2013,Krishna D.K.,5.30078125
2013,Raj Nidimoru,5.30078125
2013,Tibor TakÃ¡cs,3.599609375
2013,AgnÃ¨s Jaoui,5.69921875
2013,Adam Neutzsky-Wulff,4.3984375
2013,Bertrand Tavernier,5.5
2013,Peter Winther,4.19921875
2013,Joel Gallen,6.5
2013,Roger Christian,3.5
2013,J.T. Petty,5.69921875
2013,Kohl Glass,3.900390625
2013,Glenn Miller,2.900390625
2013,Brad Osborne,5.5
2013,John Lyde,4.80078125
2013,Lauren MacMullan,7.80078125
2013,Tina Gordon Chism,6.1015625
2013,Alex Gibney,6.0
2013,Jon Burton,6.19921875
2013,Sean Olson,2.400390625
2013,Lisa James Larsson,5.6015625
2013,Max Mayer,5.0
2013,Dexter Fletcher,6.6015625
2013,Richard Schenkman,4.0
2013,Duane Journey,4.8984375
2013,John Gray,5.3984375
2013,Rob Kuhns,6.1015625
2013,Morgan O'Neill,5.6015625
2013,Ben Nott,5.6015625
2013,Christian Bisceglia,4.5
2013,Ascanio Malgarini,4.5
2013,Adam Rogers,6.0
2013,Sara Sugarman,6.0
2013,HyeonJong Lee,6.6015625
2013,Patrick Rea,3.400390625
2013,Nikolay Lebedev,6.80078125
2013,Sara St. Onge,5.80078125
2013,David Morley,4.80078125
2013,Jon M. Chu,7.5
2013,Jorge RamÃ­rez SuÃ¡rez,8.3984375
2013,Bert Kish,6.80078125
2013,Richie Mehta,5.80078125
2013,Richard Robbins,7.1015625
2013,Teller,7.1015625
2013,Ivan Sen,6.1015625
2013,Abe Levy,5.19921875
2013,Silver Tree,5.19921875
2013,Anthony Powell,7.1015625
2013,Daric Gates,3.30078125
2013,Chris James Thompson,5.8984375
2013,Maria Sole Tognazzi,5.3984375
2013,Lionel Baier,5.80078125
2013,Riccardo Paoletti,4.0
2013,Daniel Farrands,6.8984375
2013,James Franco,5.30078125
2013,Travis Mathews,5.30078125
2013,David Boyd,6.5
2013,John Ridley,5.30078125
2013,John McKay,6.0
2013,Tobe Hooper,4.19921875
2013,Alison Ellwood,7.5
2013,Bobcat Goldthwait,5.19921875
2013,Gus Holwerda,6.5
2013,Daniel Percival,6.69921875
2013,Yann Gonzalez,5.80078125
2013,Eric Walter,6.19921875
2013,Brad J. Silverman,6.1015625
2013,Andrew Douglas,6.1015625
2013,Paolo Zucca,5.3984375
2013,Angus MacLane,7.30078125
2013,Chris Nelson,4.8984375
2013,Alan Brown,6.3984375
2013,Brian Spitz,5.30078125
2013,Andrew Bujalski,6.1015625
2013,Emmanuel Naccache,4.6015625
2013,Shawn Levy,6.1015625
2013,Simone Bartesaghi,5.5
2013,Jessie McCormack,4.3984375
2013,Thomas Gomez Durham,4.19921875
2013,Matt Johnson,6.19921875
2013,Gianfranco Rosi,4.6015625
2013,Herman Yau,6.0
2013,ValÃ©rie Lemercier,5.0
2013,Randy Moore,4.1015625
2013,Merete Mueller,6.69921875
2013,Christopher Smith,6.69921875
2013,Jason Friedberg,4.1015625
2013,Aaron Seltzer,4.1015625
2013,Lawrence Shapiro,6.8984375
2013,Fyodor Bondarchuk,5.5
2013,Chris Crow,3.599609375
2013,Ed Burke,7.80078125
2013,BeyoncÃ© Knowles,7.80078125
2013,Jonathan Wright,5.69921875
2013,Paul Soter,4.3984375
2013,Marc Bauder,6.6015625
2013,Laurent Malaquais,5.80078125
2013,Carl Bessai,4.8984375
2013,Tom Berninger,7.3984375
2013,Jared Cohn,2.19921875
2013,Darren Stein,6.1015625
2014,Christopher Nolan,8.0
2014,James Gunn,7.8984375
2014,Joe Russo,7.6015625
2014,Anthony Russo,7.6015625
2014,Chad Stahelski,7.0
2014,David Leitch,7.0
2014,Francis Lawrence,6.6015625
2014,Peter Jackson,7.1015625
2014,Don Hall,7.80078125
2014,Chris Williams,7.80078125
2014,Morten Tyldum,8.0
2014,Wes Ball,7.0
2014,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,7.30078125
2014,David Fincher,7.8984375
2014,David Ayer,7.3984375
2014,Shawn Levy,6.1015625
2014,Neil Burger,6.8984375
2014,Bryan Singer,7.6015625
2014,Luc Besson,6.30078125
2014,Jonathan Liebesman,5.80078125
2014,Jake Kasdan,5.30078125
2014,Dan Gilroy,7.6015625
2014,Michael Bay,5.8984375
2014,Wes Anderson,7.8984375
2014,Damien Chazelle,8.203125
2014,Matt Reeves,7.3984375
2014,Antoine Fuqua,7.19921875
2014,Sean Anders,6.1015625
2014,Marc Webb,6.6015625
2014,Doug Liman,7.69921875
2014,Evan Goldberg,6.1015625
2014,Seth Rogen,6.1015625
2014,Clint Eastwood,7.5
2014,Ridley Scott,5.6015625
2014,Gareth Edwards,6.19921875
2014,Robert Stromberg,7.0
2014,Roger Donaldson,6.0
2014,Stiles White,4.8984375
2014,Dean DeBlois,7.69921875
2014,David Robert Mitchell,6.6015625
2014,Patrick Hughes,6.19921875
2014,Phil Lord,7.5
2014,Christopher Miller,7.5
2014,Erik Van Looy,6.3984375
2014,Sergey Bodrov,5.1015625
2014,James Marsh,7.80078125
2014,Luke Greenfield,6.3984375
2014,Gary Shore,6.1015625
2014,Simon J. Smith,6.5
2014,Eric Darnell,6.5
2014,Rob Marshall,5.6015625
2014,Noam Murro,6.1015625
2014,Phillip Noyce,6.30078125
2014,Phil Lord,7.0
2014,Christopher Miller,7.0
2014,Scott Frank,6.19921875
2014,Paul King,7.1015625
2014,Daniel Barnz,6.1015625
2014,Jon Favreau,7.19921875
2014,James DeMonaco,6.6015625
2014,Vic Armstrong,3.80078125
2014,Richard Linklater,7.6015625
2014,J.C. Chandor,6.3984375
2014,Brett Ratner,5.6015625
2014,Darren Aronofsky,5.5
2014,David Dobkin,7.19921875
2014,Brian Trenchard-Smith,4.0
2014,Frank Coraci,6.69921875
2014,Nicholas Stoller,6.19921875
2014,R.J. Cutler,7.19921875
2014,Trish Sie,6.69921875
2014,Christian Ditter,7.6015625
2014,Josh Boone,7.80078125
2014,Mike Cahill,7.5
2014,Tim Story,6.1015625
2014,Atom Egoyan,5.80078125
2014,Paul Thomas Anderson,6.30078125
2014,Kenneth Branagh,5.8984375
2014,Jaume Collet-Serra,6.80078125
2014,Michael Spierig,7.19921875
2014,Peter Spierig,7.19921875
2014,Gabe IbÃ¡Ã±ez,5.3984375
2014,Anne K. Black,5.30078125
2014,MichaÃ«l R. Roskam,6.6015625
2014,JosÃ© Padilha,5.69921875
2014,Wally Pfister,5.8984375
2014,Nick Cassavetes,6.19921875
2014,Rob Minkoff,6.80078125
2014,Tristram Shapeero,4.69921875
2014,Frank Miller,6.19921875
2014,Robert Rodriguez,6.19921875
2014,Steve Loter,7.0
2014,Carlos Saldanha,6.5
2014,Bobby Farrelly,5.5
2014,Peter Farrelly,5.5
2014,Rowan Joffe,6.1015625
2014,George Clooney,5.69921875
2014,Angelina Jolie,7.19921875
2014,Ava DuVernay,7.5
2014,Xavier Dolan,8.0
2014,Andrea Di Stefano,6.19921875
2014,Peggy Holmes,6.5
2014,Jean-Marc VallÃ©e,6.8984375
2014,Paul W.S. Anderson,5.1015625
2014,Michael Hoffman,7.19921875
2014,Will Gluck,6.1015625
2014,Brad Anderson,6.6015625
2014,Jorge R. Gutierrez,7.30078125
2014,Theodore Melfi,7.1015625
2014,Scott Waugh,6.19921875
2014,Max Nichols,6.30078125
2014,Henrik Ruben Genz,5.19921875
2014,Lasse HallstrÃ¶m,7.19921875
2014,Graham Annable,6.6015625
2014,Anthony Stacchi,6.6015625
2014,Tim Burton,6.80078125
2014,Brian A Miller,4.6015625
2014,Kevin Macdonald,6.30078125
2014,Tomm Moore,8.0
2014,Drew Pearce,7.1015625
2014,William Eubank,5.80078125
2014,Gregg Araki,6.1015625
2014,Steven Quale,5.69921875
2014,Nick Powell,4.3984375
2014,McG,6.0
2014,Roberts Gannaway,5.8984375
2014,Yann Demange,6.6015625
2014,David Ayer,5.3984375
2014,Seth MacFarlane,5.8984375
2014,Philip Martin,5.30078125
2014,Lenny Abrahamson,6.80078125
2014,Peter Sattler,6.69921875
2014,Sam Miller,5.80078125
2014,Richard Glatzer,7.5
2014,Wash Westmoreland,7.5
2014,John Erick Dowdle,6.1015625
2014,Bennett Miller,6.5
2014,Justin Reardon,5.6015625
2014,Shana Feste,6.6015625
2014,David MichÃ´d,6.0
2014,Tim Story,6.19921875
2014,Saul Dibb,6.8984375
2014,Hossein Amini,5.3984375
2014,Steven Brill,5.69921875
2014,Denis Villeneuve,6.6015625
2014,John R. Leonetti,5.6015625
2014,Nils Timm,3.30078125
2014,Alexs Stadermann,5.6015625
2014,Stuart Beattie,5.1015625
2014,Tom Gormican,6.0
2014,Gia Coppola,6.3984375
2014,Ivan Reitman,6.5
2014,Camille Delamarre,5.80078125
2014,Jennifer Kent,6.5
2014,Ben Falcone,5.1015625
2014,FranÃ§ois Girard,6.5
2014,Susanne Bier,5.3984375
2014,James Kent,7.0
2014,Sarik Andreasyan,4.30078125
2014,Nick Lyon,4.3984375
2014,Craig Johnson,6.69921875
2014,David Hare,6.30078125
2014,Jason Stone,5.69921875
2014,Akiva Goldsman,5.8984375
2014,Matthew Warchus,7.69921875
2014,Lynn Shelton,6.1015625
2014,Adam Wingard,6.6015625
2014,Michael Berry,6.1015625
2014,Tom McCarthy,5.3984375
2014,Jeremy Saulnier,6.69921875
2014,Tom Vaughan,5.5
2014,Russell Crowe,6.80078125
2014,Eli Roth,4.80078125
2014,Woody Allen,6.30078125
2014,Ralph Ziman,4.19921875
2014,Miguel Arteta,6.19921875
2014,Shawn Levy,6.5
2014,Tommy Lee Jones,6.19921875
2014,Julius Avery,6.1015625
2014,Jim Mickle,6.30078125
2014,Richard Ayoade,6.3984375
2014,Peter Lepeniotis,5.3984375
2014,Ekachai Uekrongtham,5.6015625
2014,Nacho Vigalondo,5.1015625
2014,Jalmari Helander,5.19921875
2014,David Grovic,5.0
2014,Clint Eastwood,6.69921875
2014,Steve Pink,5.80078125
2014,Craig Gillespie,6.6015625
2014,Zach Braff,6.30078125
2014,Maya Forbes,7.0
2014,Michael Almereyda,3.5
2014,Ross Katz,5.0
2014,W.D. Hogan,3.30078125
2014,Chris Evans,6.30078125
2014,Jonathan Glazer,6.0
2014,Rob Thomas,6.30078125
2014,Peter Chelsom,6.8984375
2014,Christopher Spencer,5.80078125
2014,Stephanie Soechtig,7.30078125
2014,Ethan Spaulding,7.3984375
2014,Jay Oliva,7.3984375
2014,Andrew Fleming,6.5
2014,Jay Oliva,7.0
2014,Terry Gilliam,5.69921875
2014,Gerard Johnstone,6.3984375
2014,Peter Askin,5.30078125
2014,Thomas Carter,6.19921875
2014,David Hare,6.30078125
2014,Steve Purcell,6.8984375
2014,Patrick Osborne,8.0
2014,Lone Scherfig,5.8984375
2014,John Suits,4.30078125
2014,Olivier Dahan,5.69921875
2014,Steven Bernstein,5.19921875
2014,Josh Lawson,6.19921875
2014,Brin Hill,7.19921875
2014,Craig Moss,5.69921875
2014,James Griffiths,5.80078125
2014,Paul Schrader,4.3984375
2014,John Pogue,5.1015625
2014,Paco Cabezas,5.19921875
2014,Anton Corbijn,6.30078125
2014,Chris Rock,6.19921875
2014,Tate Taylor,6.30078125
2014,GrÃ©gory Levasseur,4.69921875
2014,Scott Derrickson,6.0
2014,Olivier Assayas,6.80078125
2014,Michael Cuesta,6.5
2014,John Michael McDonagh,7.0
2014,Bradley King,6.30078125
2014,Peter Bogdanovich,5.69921875
2014,Jemaine Clement,7.19921875
2014,Taika Waititi,7.19921875
2014,Matt Shakman,4.80078125
2014,Leigh Janiak,5.30078125
2014,David Mackenzie,6.8984375
2014,Jack Plotnick,4.3984375
2014,Steven Knight,6.80078125
2014,Iain Forsyth,6.80078125
2014,Jane Pollard,6.80078125
2014,Charles Martin Smith,6.80078125
2014,Peter Glanz,5.1015625
2014,Giorgio Serafini,3.099609375
2014,James Coyne,3.099609375
2014,Phil Alden Robinson,5.5
2014,Kat Candler,5.30078125
2014,Tom Harper,4.8984375
2014,John Slattery,5.19921875
2014,Kevin Greutert,5.0
2014,James Bobin,6.19921875
2014,George C. Wolfe,7.30078125
2014,Scot Armstrong,5.30078125
2014,Kurando Mitsutake,4.69921875
2014,Adam Robitel,5.8984375
2014,Kevin Smith,4.8984375
2014,Jason Reitman,6.3984375
2014,Paul Bettany,5.30078125
2014,Stephen Merchant,6.30078125
2014,Bernard Rose,3.30078125
2014,Andy Hamilton,6.6015625
2014,Guy Jenkin,6.6015625
2014,Noel Clarke,4.69921875
2014,Joe Carnahan,5.80078125
2014,Richard Loncraine,5.8984375
2014,Michael Tiddes,5.3984375
2014,Bill Pohlad,7.19921875
2014,Randall Wallace,6.1015625
2014,John Herzfeld,5.1015625
2014,John Stockwell,5.19921875
2014,Nick Gomez,5.8984375
2014,Tom Green,3.80078125
2014,Kelly Reichardt,5.80078125
2014,Robert Connolly,6.30078125
2014,Damon Beesley,5.8984375
2014,Iain Morris,5.8984375
2014,Karen J. Lloyd,6.69921875
2014,Oren Moverman,5.3984375
2014,Laura Poitras,7.80078125
2014,Alan Rickman,5.8984375
2014,Alastair Fothergill,7.3984375
2014,Keith Scholey,7.3984375
2014,David Jung,5.6015625
2014,Alfonso Gomez-Rejon,5.80078125
2014,Renny Harlin,4.3984375
2014,David Cronenberg,5.6015625
2014,Jordan Rubin,4.80078125
2014,Daniel Stamm,6.19921875
2014,David Campbell,4.80078125
2014,Rob Reiner,5.69921875
2014,Mike Leigh,6.1015625
2014,Huck Botko,4.6015625
2014,Claudio FÃ¤h,5.30078125
2014,David Hayter,5.30078125
2014,Dearbhla Walsh,6.80078125
2014,Joe Dante,5.19921875
2014,Mark Waters,5.80078125
2014,Ned Benson,6.3984375
2014,Jeff Baena,4.80078125
2014,LluÃ­s QuÃ­lez,4.5
2014,Paul Hoen,6.1015625
2014,Philippe Falardeau,7.1015625
2014,Chris Brinker,5.69921875
2014,Trevor Matthews,4.8984375
2014,Jon Knautz,4.8984375
2014,Tony Mahony,5.80078125
2014,Chris Nash,5.3984375
2014,Rodney Ascher,5.3984375
2014,Bill Plympton,5.3984375
2014,Erik Matti,5.3984375
2014,Lancelot Oduwa Imasuen,5.3984375
2014,Kristina Buozyte,5.3984375
2014,Bruno Samper,5.3984375
2014,Vincenzo Natali,5.3984375
2014,Larry Fessenden,5.3984375
2014,Julien Maury,5.3984375
2014,Alexandre Bustillo,5.3984375
2014,E.L. Katz,5.3984375
2014,Sylvia Soska,5.3984375
